Produit,Utilisateur,Date,Fiabilité,score,content
Samsung,Clément Mennis,Commenté en France le 17 février 2020,Achat vérifié,4.0,"j'ai été agréablement surpris, pour 125 € l fait carrément le travail, la qualité photo est très correcte, l'écran et le tactile sont de bonne qualité, par contre on voit qu'ils ont rogné sur les coups au niveau de la coque arrière (plastique) et la non présence de lecteur d'empreinte."
Samsung,Client d'Amazon,Commenté en France le 17 février 2020,Achat vérifié,5.0,Bon vendeur rapide et bon produit
Samsung,ceccarelli philippe,Commenté en France le 17 février 2020,Achat vérifié,4.0,pour téléphoner et naviguer sur internet bon produit
Samsung,chaibi mongi,Commenté en France le 17 février 2020,Achat vérifié,4.0,Bon
Samsung,Jean claude ,Commenté en France le 16 février 2020,Achat vérifié,4.0,le manque d'explication pour la programation du telephone
Samsung,Gilles G.,Commenté en France le 16 février 2020,Achat vérifié,5.0,Parfait a un prix très correcte
Samsung,Client d'Amazon,Commenté en France le 16 février 2020,Achat vérifié,5.0,"Smartphone de très bonne qualité : Son, Bonne tenue de la batterie, précision écran"
Samsung,KarineD,Commenté en France le 16 février 2020,Achat vérifié,4.0,"Bon rapport qualité prix , facile , bonne memoire de 32 go , bon ecran ..."
Samsung,Tino,Commenté en France le 15 février 2020,Achat vérifié,1.0,"Je ne  recommande à personne car j'ai acheté deux téléphone Samsung a10 au mois de février 2020 .les deux sont morts au même moment, pas d'allumage pourtant elle sont neufs  déçus."
Samsung,Susana Llt,Commenté en France le 15 février 2020,Achat vérifié,5.0,Samsung  A10  a petit prix  fonctionne très bien aucun problème simple a utiliser la batterie  tien bien pas besoin de le charger  tout le temps. Livraison rapide
Samsung,Boisson Dominique,Commenté en France le 15 février 2020,Achat vérifié,3.0,Bon produit mai toujour un peu cher pour un téléphone
Samsung,Vincenzo,Commenté en France le 14 février 2020,Achat vérifié,5.0,Pour mes cadeaux
Samsung,Marion THLT,Commenté en France le 14 février 2020,Achat vérifié,3.0,Ce téléphone est bien mais sa prise en main et son utilisation sont bien moins simple que Huawei.
Samsung,GERARD,Commenté en France le 14 février 2020,Achat vérifié,5.0,Produit conforme à la description et à mes attentes
Samsung,mostefasba,Commenté en France le 13 février 2020,Achat vérifié,5.0,je recommande bien sur
Samsung,guignot,Commenté en France le 13 février 2020,Achat vérifié,5.0,Tres bon smartphone
Samsung,Azzoug,Commenté en France le 13 février 2020,Achat vérifié,1.0,Bjr je n'arrive pas à mettre en français svp c très deficile comment faire merci
Samsung,ROUCH,Commenté en France le 13 février 2020,Achat vérifié,5.0,pas de notice papier en françaisnotice en italien !!!
Samsung,David Marie christine,Commenté en France le 13 février 2020,Achat vérifié,5.0,Très beau produit à venter les qualités
Samsung,DELMON,Commenté en France le 12 février 2020,Achat vérifié,5.0,Pas cherPratique
Samsung,DRAME MAMADOU,Commenté en France le 11 février 2020,Achat vérifié,5.0,Produits de bonne qualité et prix intéressant pour un 32G
Samsung,Gram G,Commenté en France le 11 février 2020,Achat vérifié,5.0,Mon fils a acheté ce mobile est  il est très content avec la qualité et la fonctionnalité.
Samsung,NADAL corinne,Commenté en France le 10 février 2020,Achat vérifié,5.0,Très satisfait de mon portable Galaxy A10.Se recharge très vite
Samsung,Olivier Leger-cepi,Commenté en France le 10 février 2020,Achat vérifié,4.0,"attention pour les personnes agées (ou pas d'ailleurs, moi aussi 40 ans j'ai un poil galéré) , le bouton on/off , est difficilement accessible, surtout avec une coque. a part çà il fait le job pour un prix sympa (et moins cher qu'un iphone pour juste tlephoner et recevoir des MMS, ....))"
Samsung,Client d'Amazon,Commenté en France le 10 février 2020,Achat vérifié,5.0,Téléphone  très  facile  d'utilisation.
Samsung,Client d'Amazon,Commenté en France le 10 février 2020,Achat vérifié,5.0,cadeau un jeune adolescent : super format et esthétique . Très bon rappoer qualité/prix
Samsung,Boulnois,Commenté en France le 10 février 2020,Achat vérifié,5.0,Produit reçu le lendemain comme indiqué sur le site.. très contente du produit .
Samsung,karima b.,Commenté en France le 10 février 2020,Achat vérifié,5.0,reçu en parfait état avec tous les éléments. Pour l'instant aucun bug ! le produit est conforme à nos attentes !
Samsung,Richardson Suzy ,Commenté en France le 10 février 2020,Achat vérifié,4.0,Très satisfaite. La capture d'écran n'est pas facile. Sinon rien à dire
Samsung,Pesudo ,Commenté en France le 9 février 2020,Achat vérifié,5.0,Très contente de mon achat.rapport qualité prix très bon.
Samsung,valérie dupas,Commenté en France le 9 février 2020,Achat vérifié,4.0,"Je m en sers quotidiennement,"
Samsung,renaud lamotte,Commenté en France le 9 février 2020,Achat vérifié,5.0,rien a dire c'est nickel
Samsung,gaby57,Commenté en France le 9 février 2020,Achat vérifié,1.0,"apprêt quelque mois de service , le chargeur ne fonctionne plus , pas pris sous garantie , c est une honte , fournisseur a éviter"
Samsung,GARNAUD Jean-Paul,Commenté en France le 8 février 2020,Achat vérifié,4.0,Satisfait après 15 jours d'utilisation
Samsung,Sab,Commenté en France le 8 février 2020,Achat vérifié,5.0,"Bonjour,Un bon portable pour une utilisation  simple.Bon rapport qualité prix.Je recommande."
Samsung,Catherine Hernandez,Commenté en France le 8 février 2020,Achat vérifié,5.0,"Pour un ado, parfait. Arrivé rapidement er prise en main immédiate sans problème"
Samsung,sathonard,Commenté en France le 7 février 2020,Achat vérifié,5.0,produit tres superieur a mon smatphone actuel.
Samsung,servoin philippe,Commenté en France le 7 février 2020,Achat vérifié,5.0,rien à signaler livraison rapide bon emballage fonctionne tres bien
Samsung,azema cendrine,Commenté en France le 6 février 2020,Achat vérifié,5.0,a recommande supre telephone
Samsung,CK,Commenté en France le 6 février 2020,Achat vérifié,5.0,Très bon téléphone avec un super rapport qualité prix. Il est très facile d'utilisation. Je ne regrette pas du tout mon achat et le recommande.
Samsung,Bostwana,Commenté en France le 6 février 2020,Achat vérifié,1.0,"J'ai le téléphone depuis 3 mois et il est Hors d'usage, défaut majeur (temperature en chargement).MOBILE IT ne me fournit pas de facture (malgré une diz, je ne peux donc pas le faire réparer.FUYEZ CE VENDEUR ou priez pour ne pas avoir de problème avec le téléphone !!! HONTEUX"
Samsung,Karyn,Commenté en France le 6 février 2020,Achat vérifié,5.0,Téléphone facile d'utilisation et bon rapport qualité prix.Le design est sympathique
Samsung,Client d'Amazon,Commenté en France le 6 février 2020,Achat vérifié,4.0,Pour l'instant très contente. A voir dans le temps.
Samsung,Fahmy ,Commenté en France le 5 février 2020,Achat vérifié,5.0,Super bien facile à utiliserJ'aime bien SamsungMerci Amazon
Samsung,Client Kindle,Commenté en France le 5 février 2020,Achat vérifié,3.0,"Tout est correct, bon rapport qualité prix mais mode d'emploi UNIQUEMENT en RUSSE!!!!!!!!! Un deuxième acheté celui ci livré avec un mode d'emploi en ITALIEN!!!!"
Samsung,orlik didier ,Commenté en France le 4 février 2020,Achat vérifié,5.0,Bon appareil qualité photo très moyen.
Samsung,Mohamed BERKANE,Commenté en France le 3 février 2020,Achat vérifié,5.0,Super téléphone portable vraiment agréablement surpris par l'achat du Samsung Galaxy A10Je le conseil vraiment rien à ajouter en plus pour le prix un téléphone qui fonctionne très bien réceptionné le lendemain matin merci Amazon.
Samsung,kjoujou,Commenté en France le 3 février 2020,Achat vérifié,5.0,Genial samsung toujours au top super autonomie. Livree le lendemain de ma commande. Que du plus....
Samsung,Bassem,Commenté en France le 3 février 2020,Achat vérifié,1.0,Rien
Samsung,Jimu,Commenté en France le 2 février 2020,Achat vérifié,5.0,Renouvellement de produit
Samsung,Souleiman,Commenté en France le 2 février 2020,Achat vérifié,5.0,"recu avant un jour d avance, bon telephone pour son prix bas. a voir avec le temps , mais parfait pour l instant"
Samsung,vaillser73,Commenté en France le 2 février 2020,Achat vérifié,5.0,"Excellent Smartphone, très facile à configurer en suivant le mode d'emploi complet disponible sur le site Samsung.Bon rapport Qualité/Prix.Très belles photosC'est du Samsung fidèle a ses traditions"
Samsung,Morelle Fabienne,Commenté en France le 2 février 2020,Achat vérifié,5.0,Enchantée de mon achat .  super téléphone facile à manipuler  un smartphone complet et simple d'utilisation que je recommande vivement avec en plus un excellent rapport qualité prix
Samsung,Peltier Joelle-Marie,Commenté en France le 1 février 2020,Achat vérifié,5.0,Impeccable par rapport au prix.
Samsung,KRIS,Commenté en France le 1 février 2020,Achat vérifié,5.0,"Beau portable, facile à utiliser, grande taille d écran, je recommande"
Samsung,Ploum,Commenté en France le 1 février 2020,Achat vérifié,5.0,Essentiellement les mails messages et photos tout est très bien pour un prix très raisonnable
Samsung, Alexandre,Commenté en France le 1 février 2020,Achat vérifié,5.0,Livraison rapide et super produit.
Samsung,FRANCK JAMOT,Commenté en France le 31 janvier 2020,Achat vérifié,3.0,"Pour une personne de 89 ans , pas évident surtout sans mode d'emploi en Français et meme aucun mode de conseil pour pouvoir apprendre , désolé pas top"
Samsung,Paelstermans marie-annick,Commenté en France le 31 janvier 2020,Achat vérifié,5.0,je le recommande
Samsung,LEHMANN Donna,Commenté en France le 31 janvier 2020,Achat vérifié,5.0,Utilisation personnelle
Samsung,Mounir Makboul,Commenté en France le 31 janvier 2020,Achat vérifié,4.0,"Prise en main agréable coque en plastique mais de bon qualité je trouve, grand et bel écran... Plus qu'à le tester."
Samsung,Erik,Commenté en France le 31 janvier 2020,Achat vérifié,1.0,"malgré son emballage appartement neuf ce téléphone était déjà paramétré et donc déjà utilisé: De plus il est est tout programmé en Russe ou en Ukrainien(ou autre langue en ""Cyrillique). Le seule notice disponible est aussi en russe (ou autre langue voisine!) donc impossible de reparamétrer ce téléphone."
Samsung,S.T,Commenté en France le 30 janvier 2020,Achat vérifié,4.0,Très bien pour le prix.
Samsung,Morgane Girard,Commenté en France le 30 janvier 2020,Achat vérifié,4.0,"J'aime beaucoup, livraison rapide et soignée. Le téléphone est propre et rapide. Bonne recharge et la batterie tiens longtemps alors que je suis du genre à jouer à des jeux qui prennent beaucoup la batterie. Je le recommande"
Samsung,Cawi R.,Commenté en France le 30 janvier 2020,Achat vérifié,5.0,"J'ai acheté ce smartphone pour ma mère qui n'a jamais eu de ""vrai"" smartphone et comme elle a toujours eu des téléphones portables Samsung, j'ai préféré me tourner vers un smartphone de la marque.Très bon rapport qualité prix pour un smartphone Samsung 32go rom."
Samsung,PECQUERY,Commenté en France le 29 janvier 2020,Achat vérifié,5.0,Mon fils est satisfait du téléphone
Samsung,Mikelina,Commenté en France le 29 janvier 2020,Achat vérifié,4.0,En remplacement de mon portable  que j'avais acheté aussi  sur Amazon et que j'ai fait tomber. Il était pourtant protégé par une coque et un verre trempé.
Samsung,Philippe,Commenté en France le 28 janvier 2020,Achat vérifié,5.0,fonctionne très bien pour l'instant
Samsung,Client d'Amazon,Commenté en France le 28 janvier 2020,Achat vérifié,5.0,"Super, petit prix pour un Samsung.Très bon fonctionnement et beaucoup de mémoire.Grand écran.À conseiller pour les petits revenus qui veulent de la qualité."
Samsung,Capone J.,Commenté en France le 28 janvier 2020,Achat vérifié,4.0,"Content de mon achat, c'était un cadeau et tout c'est déroulé comme prévu même mieux."
Samsung,Granger d.,Commenté en France le 28 janvier 2020,Achat vérifié,4.0,Il est presque parfait juste un peu compliqué pour le réglage du son il y a 3 boutons et j'ai l'impression que le réglage est à l envers pas très pratique pour le réglage sinon il est très bien je conseille cet achat
Samsung,Client d'Amazon,Commenté en France le 27 janvier 2020,Achat vérifié,5.0,Impécable très bon téléphone. Livraison rien à dire livrer en temps et en heure. Rapide
Samsung,ROMANELLE21,Commenté en France le 27 janvier 2020,Achat vérifié,5.0,"Smartphone très facile à utiliser. Toutes les fonctionnalités nécessaires. Acheté comme cadeau de Noël à mon mari, pas trop à l'aise avec la technologie."
Samsung,renaudineau,Commenté en France le 27 janvier 2020,Achat vérifié,5.0,Conforme à toutes les descriptions je suis très satisfaite
Samsung,Client d'Amazon,Commenté en France le 27 janvier 2020,Achat vérifié,5.0,"Rien à dire, facile à utiliser, tient la charge plusieurs jours, grand écran, je recommande"
Samsung,Slnt,Commenté en France le 27 janvier 2020,Achat vérifié,4.0,Tres bon téléphone
Samsung,Pascal Sebbah,Commenté en France le 26 janvier 2020,Achat vérifié,4.0,Pas assez de recule pour dire qu'il fonctionne bien pour l'instant ça va l'écran très sensible facile d'utilisation
Samsung,Client d'Amazon,Commenté en France le 26 janvier 2020,Achat vérifié,5.0,Bon portableReçu à la date prévue
Samsung,Andgelik,Commenté en France le 26 janvier 2020,Achat vérifié,4.0,J'adore ce téléphone.facile d'utilisation et  bon rapport qualité prix. Je le recommande.
Samsung,messaoud ladraa,Commenté en France le 26 janvier 2020,Achat vérifié,5.0,Trés bon telephone qualité et prix
Samsung,ladet paprika,Commenté en France le 25 janvier 2020,Achat vérifié,4.0,tres bon rapport qualite prix
Samsung,Par darre,Commenté en France le 25 janvier 2020,Achat vérifié,5.0,Voire sur le temps
Samsung,moreau jacqueline,Commenté en France le 25 janvier 2020,Achat vérifié,4.0,Affichage rapide des infos recherchées.
Samsung,Traore,Commenté en France le 24 janvier 2020,Achat vérifié,5.0,Très bien
Samsung,Client d'Amazon,Commenté en France le 23 janvier 2020,Achat vérifié,3.0,C'était pour offrir à un ami et il a beaucoup aimé. Il fonctionne bien. Merci Amazon
Samsung,Yolande BOULENGER,Commenté en France le 23 janvier 2020,Achat vérifié,5.0,Je l'ai depuis quelques jours et suis ravie de cet appareil.
Samsung,C A,Commenté en France le 22 janvier 2020,Achat vérifié,5.0,Trés bon rapport qualité prix. Je ne vois pas de problème avec ce téléphone  et il est facile de fonctionnement.
Samsung,patrick legendre,Commenté en France le 22 janvier 2020,Achat vérifié,5.0,Tout!!!
Samsung,Diawara Fatoumata,Commenté en France le 21 janvier 2020,Achat vérifié,5.0,Très je achète même temps
Samsung,Xlr,Commenté en France le 21 janvier 2020,Achat vérifié,1.0,"Après 45 jours de bon fonctionnement, impossible de capter le réseau 3G-4G -> plus d'appel ni sms possibles, malgré de multiples vérification de cartes SIM (permutations, autres SIM), paramètres, redémarrage, assistance par la hotline Samsung, reset usine: Panne.On me conseil d'envoyer mon tel sous garantie au SAV  Samsung, aucun délai prévisible :-(Contrarié par tout ce temps perdu et d’être privé de téléphone pour une durée inconnue..."
Samsung,Franklin59,Commenté en France le 21 janvier 2020,Achat vérifié,1.0,"Suite à la réception de ce téléphone , ce dernier au bout de quelques jours a commencé à se bloquer. A plusieurs reprises j'ai du l'éteindre et le rallumer afin de retrouver les fonctionnalités.  De plus lors que ce dernier fonctionnait, la navigation était loin d être fluide, et l'utilisation peu intuitive, je l'ai retourné au bout d'une semaine suite aux disfonctionnements"
Samsung,Raphael G,Commenté en France le 21 janvier 2020,Achat vérifié,5.0,Parfait téléphone pas cher
Samsung,espinosa isabelle,Commenté en France le 20 janvier 2020,Achat vérifié,5.0,Super facile à manipuler très clair
Samsung,frederic durand,Commenté en France le 20 janvier 2020,Achat vérifié,4.0,Pour mon fils très bien niveau qualité prix sauf la netteté des prises de photos un peu déçue mais l'ensemble très bien pour le prix
Samsung,billy,Commenté en France le 20 janvier 2020,Achat vérifié,5.0,très bien qualité prix
Samsung,Etorlig,Commenté en France le 19 janvier 2020,Achat vérifié,5.0,Bon téléphone a petit prix .
Samsung,Mélanie,Commenté en France le 19 janvier 2020,Achat vérifié,4.0,Super téléphone on ne s'attendait pas à avoir une carte Sd mais juste génial pour le prix rien n'a redir
Samsung,fofana,Commenté en France le 19 janvier 2020,Achat vérifié,5.0,"Le téléphone glisse facilement des mains, penser à acheter une coque"
Samsung,GENDARME herve,Commenté en France le 19 janvier 2020,Achat vérifié,5.0,Bonne réception pratique
Samsung,staug,Commenté en France le 18 janvier 2020,Achat vérifié,1.0,"Acheté pour remplacer un J5, ce produit est très différent et nécessite de s'adapter : les manipulations sont déroutantes et passez votre chemin si votre J5 vous satisfait. De plus  le mode d'emploi et la bande scellée sont en russe. Bizarre. Au bout de quelques jours, un problème de mémoire est apparu : lors du défilement de l'affichage des produits Amazon, par exemple, les images ne s'affichaient pas, alors que mon vieux J5 le faisait correctement. La carte micro SD de 32 Go fournie n'était pas reconnue. Retour Amazon après remise à l'état usine (mais en français !). Merci Amazon."
Samsung,Manon,Commenté en France le 18 janvier 2020,Achat vérifié,5.0,Superbe téléphone reçu en parfait état. Très bon rapport qualité prix merci Amazon :D
Samsung,Isabelle T.,Commenté en France le 18 janvier 2020,Achat vérifié,5.0,Parfait!!
Samsung,Emmanuelle VANDENBROUCK,Commenté en France le 17 janvier 2020,Achat vérifié,5.0,"Mon commentaire précédent est erroné, il n’était pas pour le A10 ...Livraison rapide et parfaite, mon fils l'adore et l'a déjà adopté ... Pour lui, il est mieux que son ancien J5 ..."
Samsung,Laiss,Commenté en France le 17 janvier 2020,Achat vérifié,3.0,"Acheter pour moi, c'est vrai que l'écran est grand comme attendu, mais au niveau performances, ce n'est pas vraiment au top , ça rame un peu, je trouve qu'il est fragile et très léger (attention si ta tombe) mais bon fourni quand même avec une carte se 32 go, on gros moyen"
Samsung,Jadu,Commenté en France le 17 janvier 2020,Achat vérifié,5.0,pour un premier prix de Samsung il fait très bien le job. Aucun soucie  et j'en ai offert un a ma fille qui en est très contente aussi.
Samsung,Client d'Amazon,Commenté en France le 17 janvier 2020,Achat vérifié,5.0,qualité et prix rien a redire
Samsung,Zerkoune,Commenté en France le 17 janvier 2020,Achat vérifié,1.0,C'est pas une bonne chose ce portable comme il est pas débloquer j'ai payé encore 20 euros pour le débloquer.
Samsung,barbara,Commenté en France le 16 janvier 2020,Achat vérifié,5.0,Très bon produit je recommande
Samsung,Lilou,Commenté en France le 15 janvier 2020,Achat vérifié,5.0,Cadeaux de Noël très beau téléphone et top rapport qualité prix
Samsung,pascal lacave,Commenté en France le 15 janvier 2020,Achat vérifié,4.0,personel
Samsung,Client d'Amazon,Commenté en France le 15 janvier 2020,Achat vérifié,5.0,"bien, très bien, très très bien"
Samsung,LENORMAND christine,Commenté en France le 15 janvier 2020,Achat vérifié,5.0,"téléphone extra, grande qualité de photo et pratique de fonctionnalité"
Samsung,minard lucile,Commenté en France le 14 janvier 2020,Achat vérifié,5.0,"Très beau téléphone, grand écran parfait pour les ados"
Samsung,casnav,Commenté en France le 14 janvier 2020,Achat vérifié,5.0,Article satisfaisant et livré rapidement.  Ras
Samsung,marielea,Commenté en France le 13 janvier 2020,Achat vérifié,5.0,Super mobile simple super photo et video
Samsung,jessica,Commenté en France le 13 janvier 2020,Achat vérifié,5.0,"excellent téléphone qui garde très bien la charge, excellent rapport qualité prix"
Samsung,Coly,Commenté en France le 13 janvier 2020,Achat vérifié,5.0,J'ai beaucoup aimer
Samsung,Client d'Amazon,Commenté en France le 13 janvier 2020,Achat vérifié,4.0,Article correcte pour le prix
Samsung,POLLIN Chantal,Commenté en France le 12 janvier 2020,Achat vérifié,5.0,"Utilisation quotidienne du téléphone, de la fonction internet et de multiples applications possibles avec une mémoire suffisante."
Samsung,Francis 79,Commenté en France le 12 janvier 2020,Achat vérifié,5.0,"Qualité SAMSUNG, c'est indéniable. Bonne fluidité, la réactivité est là et les fonctions principales intuitives.Pour les fonctions moins courantes il faut chercher un peu mais on trouve.Côté photos c'est tout à fait correcte, les photos de vacances sont bonnes et j'en suis satisfait.La batterie tient bien 2 à 3 jours en utilisation  moyenne, c'est à dire, quelques appels, SMS MMS, et photos par jour, et surtout en désactivant les applis qui ne vous servent à rien, juste à consommer votre forfait internet.Seul petit point,  que j'aimerai voir améliorer c'est dans les contacts, la colonne alphabétique sur la droite, devrait-être visible en permanence.Cela dit, cet A10 est bien sympa, j'en suis très content et pour un prix correcte."
Samsung,dumont emmanuel,Commenté en France le 12 janvier 2020,Achat vérifié,5.0,pour tous les jours excellent rapport qualité prix
Samsung,Artuso Placide,Commenté en France le 11 janvier 2020,Achat vérifié,4.0,Répond à mon usage
Samsung,roland,Commenté en France le 11 janvier 2020,Achat vérifié,4.0,produit conforme au descriptif avec une livraison ultra rapide
Samsung,cyril pailloux,Commenté en France le 11 janvier 2020,Achat vérifié,5.0,Parfait
Samsung,Amazon Customer,Commenté en France le 11 janvier 2020,Achat vérifié,5.0,"Un smartphone de grande marque,  rapide, écran aux sperbes couleurs"
Samsung,De wyse,Commenté en France le 10 janvier 2020,Achat vérifié,5.0,Super mon fils en est très content
Samsung,Client d'Amazon,Commenté en France le 10 janvier 2020,Achat vérifié,4.0,Excellent
Samsung,Client d'Amazon,Commenté en France le 10 janvier 2020,Achat vérifié,4.0,"La carte mémoire est fournie avec,c'est une bonne chose."
Samsung,Client d'Amazon,Commenté en France le 9 janvier 2020,Achat vérifié,5.0,merci bc
Samsung,lopes da silva charline,Commenté en France le 9 janvier 2020,Achat vérifié,5.0,Satisfaite du téléphone. Très bonne qualité de photos et facile à prendre en main
Samsung,Fred,Commenté en France le 9 janvier 2020,Achat vérifié,5.0,"Livré dans les temps en parfait état, achat destiné pour ma maman de 72 ans qui sait parfaitement bien s'en servir."
Samsung,steph,Commenté en France le 9 janvier 2020,Achat vérifié,4.0,Tres bon téléphone. Bon rapport qualité prix. Tres facile à utiliser
Samsung,Maria,Commenté en France le 8 janvier 2020,Achat vérifié,5.0,"Très bien, je le recommande"
Samsung,Kara,Commenté en France le 8 janvier 2020,Achat vérifié,4.0,"Produit de grande taille auquel il faut prévoir une coque en plus. Même s'il est dit conçu pour toutes les SIM, j'ai dû en recommander une auprès de free pour pouvoir l'utiliser, car il faut une SIM NANO. Il est livré avec chargeur, carte mémoire, écouteur. Il fonctionne avec mon forfait free à 2 euros, par contre pour pouvoir utiliser les mms sans avoir la data d'allumer et donc risquer du hors forfait avec internet, j'ai dû téléphoner à free et avoir à faire à plusieurs conseillers, une d'entre elle a été compétente et m'a fait faire toute une démarche sur le portable afin d'éteindre la dat et envoyer des mms  quand même et bingo ça marche, j'ai ramé un peu!Espérant avoir pu vous renseigner, n'hésitez pas à cliquer utile!"
Samsung,Bernard,Commenté en France le 8 janvier 2020,Achat vérifié,5.0,"Pas trop complexe à programmer, facile d'utilisation, semble aussi très bien finit.( très bonne qualité Samsung) En espérant qu'il fasse autant de temps que mon ancien téléphone.Qualité photos très bonne. Durée batterie très longue. Ecoute de la musique ( sans casque) très correcte.Pour moi il est d'un prix très correct, bien moins cher que, certains qui ne font pas mieux, et qui coûtent une fortune."
Samsung,Misslin Virginie,Commenté en France le 8 janvier 2020,Achat vérifié,4.0,"Rapport qualité/prix très correct, très bien pour une personne qui ne veut pas mettre une fortune dans un smartphone"
Samsung,Patricia Roye,Commenté en France le 8 janvier 2020,Achat vérifié,5.0,Cadeau super contente
Samsung,Roro8031,Commenté en France le 7 janvier 2020,Achat vérifié,5.0,Nickel
Samsung,Jean F.,Commenté en France le 7 janvier 2020,Achat vérifié,1.0,Le produit livré est conforme à la commande. Mais il vient d'Italie où il a été formaté (Guida di riferimento rapido - Precauzioni di sicurezza). Le mobile exige un code PIN à la mise en route (on peut essayer plusieurs dizaines de combinaisons sans bloquer l'appareil). J'ai inséré ma carte SIM et entré le code correct : message m'indiquant que mon code est erroné !!!!!!! Je renvoie le mobile à AMAZON.
Samsung,Client d'Amazon,Commenté en France le 7 janvier 2020,Achat vérifié,5.0,super cool pour le moment
Samsung,Client d'Amazon,Commenté en France le 7 janvier 2020,Achat vérifié,5.0,"pour l'instant je suis satisfait, à voir à dans le temps."
Samsung,anguilla,Commenté en France le 7 janvier 2020,Achat vérifié,4.0,Très bien et assez fluide
Samsung,Joelle Pappas,Commenté en France le 5 janvier 2020,Achat vérifié,5.0,Je l'ai acheté comme cadeau de Noël pour ma sœur qui en est très contente.
Samsung,Rees,Commenté en France le 5 janvier 2020,Achat vérifié,4.0,article reçu dans les temps seul petit souci et que il y a pas de notice pour utiliser le téléphone mets est très facile à utiliser
Samsung,drifel hachem,Commenté en France le 5 janvier 2020,Achat vérifié,5.0,Super téléphone très bonne qualité je vous le recommande  je vais sûrement en reprendre un pour ma fille
Samsung,Anita Royer,Commenté en France le 4 janvier 2020,Achat vérifié,5.0,"Pour un cadeau de noël qui a fait grand plaisir à ma belle-mère qui en est très satisfaite faut juste qu’elle se familiarise avec pour l’instant à un soucis , je recommande le produit"
Samsung,SHACRA,Commenté en France le 4 janvier 2020,Achat vérifié,5.0,Nous sommes très satisfaits de ce téléphone que nous avons acheté pour ma fille il est très performant a un coût accessible
Samsung,Butet,Commenté en France le 4 janvier 2020,Achat vérifié,5.0,Parfait.
Samsung,Lagrange Éric,Commenté en France le 4 janvier 2020,Achat vérifié,5.0,Le téléphone correspond parfaitement aux attentes
Samsung,patrick ternisien,Commenté en France le 4 janvier 2020,Achat vérifié,4.0,Dessus par le descriptif racoleur qui annonce 32GO alors qu’en fait il n’ en a que 2
Samsung,Graz,Commenté en France le 4 janvier 2020,Achat vérifié,5.0,Satisfaite de mon produitTres bon samsung
Samsung,amelie,Commenté en France le 3 janvier 2020,Achat vérifié,5.0,bon produit simple et facile d'utilisation
Samsung,MARQUISE13,Commenté en France le 3 janvier 2020,Achat vérifié,5.0,je suis très satisfaite: portable fonctionnel ergonomique  et facile d'utilisation
Samsung,ciret sandrine,Commenté en France le 3 janvier 2020,Achat vérifié,4.0,Produit très bienResau et 4GFille de charge européenne
Samsung,ANCERET,Commenté en France le 2 janvier 2020,Achat vérifié,4.0,"Batterie super puissante, facile à utiliser, qualité photo top."
Samsung,DENISE-BAILLON Martine,Commenté en France le 2 janvier 2020,Achat vérifié,5.0,Ras
Samsung,Celine MALTAVERNE,Commenté en France le 2 janvier 2020,Achat vérifié,5.0,"Après avoir cassé malencontreusement son portable, il en fallait rapidement un à mon fils, nous avons regardé dans la fourchette de prix et le design, nous nous sommes arrêtés sur le Samsung, mon fils ne lui trouve que des bons côtés. C'est parfait, je suis ravie"
Samsung,Ludovic,Commenté en France le 2 janvier 2020,Achat vérifié,5.0,Super
Samsung,Thierry,Commenté en France le 31 décembre 2019,Achat vérifié,5.0,Très bon produit conforme à la description vendeur sérieux
Samsung,KAAB Karine,Commenté en France le 31 décembre 2019,Achat vérifié,5.0,SUPER ANDROÏD ...
Samsung,Client d'Amazon,Commenté en France le 31 décembre 2019,Achat vérifié,4.0,La notice explicative est écrite en cyrillique !!
Samsung,Mme M-france Navarro,Commenté en France le 31 décembre 2019,Achat vérifié,5.0,"Je devais changer mon i-phone car batterie HS. Je suis ravie de mon achat, facilité d'utilisation, bonne prise en main et à un prix très raisonnable."
Samsung,Myriam du lot,Commenté en France le 30 décembre 2019,Achat vérifié,4.0,Très belle couleur
Samsung,Rozmanowski Johanna,Commenté en France le 30 décembre 2019,Achat vérifié,5.0,"Parfait pour un premier téléphone, rapide, fluide écran de bonne facture et batterie solide. Je recommande."
Samsung,renaud,Commenté en France le 30 décembre 2019,Achat vérifié,1.0,Le produit est défectueux et le colis a été mal mi dans la boite et écraser le carton donc abîmé je suis dégoûter
Samsung,vincent baldacci,Commenté en France le 29 décembre 2019,Achat vérifié,5.0,Très bon article neuf très content merci beaucoup
Samsung,Anthony,Commenté en France le 29 décembre 2019,Achat vérifié,5.0,"Je pense qu'il y a un bon rapport qualité prix : bonne prise en main, simple d'utilisation, assez bonne qualité photo.Point positif : l'ajout d'une carte de stockage de 32go et la bonne qualité des écouteurs.Je pense que ce téléphone est dédié au personne n'ayant pas trop la connaissance de la technologie, ou pour les personnes n'ayant pas l'utilité d'avoir un téléphone de bonne qualité ( parent ou grands parents par exemple)."
Samsung,JMP91,Commenté en France le 29 décembre 2019,Achat vérifié,5.0,"Très bon produit, pour un premier téléphone. Un Samsung... rien à dire."
