content,score,thumbsUpCount,reviewCreatedVersion,at,app
Excellente mais ergonomie de recherche améliorable,4,0,3.0.287.13947,2020-12-30 04:49:39,prime
"Très peu ergonomique, on retrouve mal ses séries/films. Des saisons sont présentées alors que pas disponible dans notre ""région"". Pas mal de contenu apparaît mais est payant en plus de prime. Manque parfois des langues audio/sous titres. Bref ça fait presque amateur..",1,2,3.0.286.33947,2020-12-02 13:23:18,prime
Satisfait pas de bug et catalogue qui s étoffe,5,0,3.0.287.20247,2021-01-14 22:53:40,prime
il y a beaucoup de films de serie B. Et certains films n'ont pas la langue francaise en option,2,0,3.0.290.9347,2021-02-18 06:42:18,prime
Déçue de l'application. 9 fois sur 10 on ne peut plus passer l'intro et ça ne change plus d'épisode tout seul. Toujours obligée de revenir dans le menu. Pas très pratique. Et la plupart des programmes sont en VOSTFR super chiant ! Surtout quand on est fatigué Bref à voir si ça vaut le coup sur le long terme,2,4,3.0.286.33947,2020-11-26 17:12:51,prime
"Les videos proposéess sont satisfaisant mais: - j'aimerai voir l'origine (Pays) des film/serie et pouvoir les noter - la conection sur la television via box bouygues telecom est execrable, ca bugg et ça saute tout le temps - sur television, reculer et avancer n'est pas pratique! On ne peut pas utiliser la barre d'avancement comme sur Netflix, c'est domage! Neanmoins je ne suis pas déçu d'avoir souscrit chez amazon prime et j'espère que ces defaut s'arrangeront Je compte sur vous! Cordialement.",2,3,3.0.286.33945,2020-12-01 02:40:17,prime
Catalogue sympa. Dommage que certaines chaînes soient ENCORE payantes.,4,0,3.0.287.13947,2020-12-15 10:00:58,prime
Pas top hors wifi c'est horrible et aussi pourriez vous mettre plus de Mangas du genre my hero academia saison 1234,3,0,3.0.287.13945,2020-12-22 08:30:50,prime
"L'interface avec les commandes n'apparaît plus après 3 ou 4 utilisations. Plus possible de mettre sur pause, avancer, reculer, changer la langue. Obliger de redémarrer l'appli tout le temps.",2,1,3.0.286.33947,2020-12-02 18:28:45,prime
"De pire en pire, bugs récurrent, j'ai l'impression de m'être fait avoir, la période de l'année où l'on en a le plus besoin dû au confinement, si en Février les problèmes ne sont pas réglés, je me désabonne définitivement et passe chez la concurrence...",1,1,3.0.282.8447,2021-01-04 06:56:05,prime
Très bon site vde streaming même pour moi c mieux que Netflix,5,0,3.0.288.28247,2021-02-01 21:54:48,prime
"Beaucoup trop de film son payant, et souvent les meilleurs. Je ne comprend pas non plus pourquoi par exemple pour ""Labyrinthe"" a partir du 3 il faut payer. Si vous voulez vous faire une trilogie c'est cuit sa vaut pour nimporte quel film il faut payer. Et si vous louer c 3 euros, vous pouvez regarder votre film que pour 3 jours. Je vais rester sur netflix. Au moins tout les films qui son proposer, sont gratuit avec l'abonnement ou en STREAMING. Vous êtes lamentable, vraiment déçu",1,4,3.0.286.33945,2020-11-26 20:55:54,prime
Une bonne application où on regarde les films en toute simplicité Je vous conseille de le télécharger,5,0,3.0.288.30247,2021-01-29 01:21:41,prime
"Deçu, si j ai le malheur de mettre pause ou passer à un autre film, impossible de reprendre , obliger de desinstaller l applications et la remettre... car ""en cours de chargement"" très pénible, et faire de la location sur certain film qu on peut retrouver sur Netflix... vraiment tous a revoir amazon c'est pas votre domaine !",1,3,3.0.286.33947,2020-12-01 14:13:57,prime
Très bien et un prix raisonnable 🐮,4,0,3.0.287.20247,2021-01-15 01:53:57,prime
"Application hyper fluide et intuitive, le lecteur vidéo regorge d'options. Perso j'ai telecharger cette appli pour pouvoir revoir les anciennes serie que j'aime. Le seul bémol je dirais c'est le manque de diversité dans les nouveautés qu'ils proposent surtout productions amazon qui sont toujours centré autour du même genre à mon goût à moi bien sur. Sinon super appli et l'abonnement n'est vraiment pas cher",3,0,3.0.286.33947,2020-11-28 22:42:18,prime
"Les programmes ont l'air pas mal. Bon, j'attaque The Boys. J'adore. Mais la video fait que bloquer. Erreur je sais pas quoi. Il faut debrancher la box pour que ça revienne et encore, pas toujours. J'ai jamais ce problème avec Netflix. Franchement ça saoule...",2,1,3.0.286.33947,2020-11-29 18:52:32,prime
Malheureusement il y a souvent des beugs et je suis obligé de redémarrer mon téléphone. C'est contraignant 😐,3,0,3.0.288.28245,2021-01-28 09:34:29,prime
"Divertissante C est bien de retrouver des anciennes séries complètes. Ce que je regrette et pour ça je n ai pas mis la dernière étoile, C est que certaines séries m obligent à chaque nouvel épisode à ré sélectionner ma langue, ça ne garde pas en mémoire mon choix. Parfois c frustrant la dernière saison est payante sur ocs...",4,6,3.0.286.33947,2020-11-26 20:32:37,prime
"Boff, pas beaucoup de choix il faut être abonné à certaine chaîne ou les loué lorsque l'on veux voir certain film/série (dont les animés japonais). Donc pas totalement gratuit. L'application est mal présentée. Je recommande pour les personnes qui aime les encienne série (Columbo, plus belle la vie, monk...)",2,10,3.0.286.33947,2020-11-25 14:32:25,prime
C'est vraiment plate la plupart des bon film sont juste en anglais sa fau pas là peine de payer pour ca,1,0,3.0.287.13947,2020-12-28 08:24:12,prime
Mal organisés avec les vidéo Amazon et autre plate-forme je préféré Netflix pour l'organisation,2,0,3.0.287.13947,2020-12-18 16:33:28,prime
"Mise à jour The boys était super, il y a maintenant plus de contenu mais des problèmes dans les sous titres, parfois mal écrits voir mal adapté (parfois je met en anglais sous titré anglais tellement ça me saoul) Quelques épisodes de south park avec mauvais doublage ou mauvais sous titres ou mauvaises synchronisation.....",4,3,3.0.285.22147,2020-11-24 22:52:40,prime
J'ai installé nord vpn depuis J'ai un message me disant que le contenu est indisponible suite a l'installation du vnp...,1,0,3.0.287.13947,2020-12-22 17:25:00,prime
De bonnes séries dommage que tout ne soit pas gratuit,5,0,3.0.287.13947,2020-12-30 19:45:14,prime
"Très bonne application,dont l'offre s'étoffe de plus en plus. On peut la regarder partout. Il y a de bonnes séries et de bons films inédits et anciens . L 'application convient à toute la famille.",4,0,3.0.285.22147,2020-11-27 13:28:33,prime
"Navrant, des films de plus de 10 ans à louer a 50%, des films inconnus, etc...vraiment décevant.",1,0,3.0.287.13947,2021-01-01 22:08:41,prime
Pas assez de films intéressants et tous ne sont pas gratuit alors que tu paye un abonnement.,1,0,3.0.287.13947,2020-12-17 17:35:53,prime
"Booof'.. Sur mon GSM les épisodes peuvent aller 24/24 alors que sur télé après 2 ou 3 épisodes.. Il demande si je suis toujours là.. 🤷🏾‍♀️🤷🏾‍♀️ Point positif télé mais GSM négatif (j'aime m'endormir sur mes séries), pas beaucoup des bandes annonces dommage, et ne propose pas asser des films et séries à chaque fois que j'allume la télé C toujours la même page 😩😩😩 Netflix ✨🤣🤣🤣 mais j'aime ♥ voir qu'il ya les anciennes séries (Smallville, NYPD, New Port Beach etc) 👏🏾",3,0,3.0.286.33947,2020-12-01 23:22:18,prime
"Très positive. Il n'y a pas trop de pubs, elles restent courtes. Il y a un très large choix de vidéos. Dommage cependant que malgré le coût de l'abonnement, il faille payer ou louer certains films. L'appli reste simple et facile à utiliser.",5,0,3.0.282.8447,2020-12-04 19:36:35,prime
Les fonctions de recherche peut mieux....,3,0,3.0.287.20247,2021-01-18 17:48:58,prime
"J'aime bien cette application, mais je met cette note car ça fait un petit moment que je rencontre un problème, sur ma box ou même pour caster c'est impossible. Ça fait planter ma télévision.",3,0,3.0.286.33947,2020-11-29 16:48:38,prime
"La fonction cast reste bloquée avec de fausses informations sur la connexion wifi, l'application ne se ferme jamais correctement et ne permet donc pas de réinitialiser la connexion. Très bloquant!",2,0,3.0.286.33947,2020-11-29 09:17:34,prime
Tous les films ou presque sont en anglais.,1,0,3.0.289.8047,2021-02-12 04:38:01,prime
"Manque des épisode dans les bracelet rouges saison 2, épisodes mélangés... bof bof",1,1,3.0.287.13945,2021-01-05 17:32:58,prime
On paye l abonnement pour être tranquille mais y a quand même des bandes annonces 🤔🤔,1,0,3.0.288.28247,2021-01-27 19:44:55,prime
Pas assez de contenu français! Trop de film juste en englais!,1,0,3.0.287.13947,2020-12-20 19:35:53,prime
Très bonne application fonctionne parfaitement sur Android.,5,0,3.0.287.20247,2021-01-11 17:53:27,prime
"Pas mal mais beaucoup de programmes payants, c'est inadmissible. Interface à changer absolument car, en plus d'être affreusement laide, on ne comprend rien aux catégories !",3,0,3.0.285.22147,2020-12-17 12:57:50,prime
"Vraiment chouette, beau choix de séries et de films !!! Cependant, il faut vous abo'ner à Amazon prime, 50€ l'année, pour pouvoir accéder à ce chouette site pour cinéphiles avertis !",5,1,3.0.286.33947,2020-12-03 20:19:06,prime
Bien mais des film payant alors que on paye déjà pour le prime,4,0,3.0.287.20247,2021-01-17 15:21:48,prime
"Un peu plus de français dans les séries serait bien, merci",4,0,3.0.288.30245,2021-02-05 13:57:14,prime
"Il y en a pour tous les goûts et des films récents et moins récent, pour les adultes et pour les enfants",5,0,3.0.287.13947,2020-12-30 09:08:33,prime
Bonne appli même avec un débit faible,5,0,3.0.287.13947,2021-01-03 18:34:35,prime
Je n'arrive pas à trouver l'onglet chromwcast alors que j'ai la dernière version de l'appli. Certaines séries (comme the good fight ) marque langue française mais il nya pas cette langue lorsqu'on visionne.,3,1,3.0.286.33947,2020-11-28 21:31:12,prime
C'est une assez bonne application mais le problème c'est que j'ai vu qu'il y a des choses payantes,3,0,3.0.287.13947,2020-12-22 16:32:31,prime
Trop de bugs. Impossible d'arrêter la diffusion depuis la dernière mise à jour. L'application reste bloquée. Il faut forcer l'arrêt avec les conséquences que cela peut induire.,3,2,3.0.286.33947,2020-11-30 06:14:00,prime
Le contenu film et série plus intéressant que Netflix.,5,0,3.0.287.13945,2020-12-30 13:07:45,prime
Très belle application. Film et séries très intéressants,5,0,3.0.287.13947,2020-12-04 18:34:45,prime
L'interface n'est vraiment pas terrible.,2,1,3.0.287.13947,2021-01-04 18:08:24,prime
Oh la la xD la pub de Netflix moi j es Netflix et primevideo canal plus aussi ouais ouais si je regrette d avoir prime video non pas du tout je suis ravie des surprise 😲 qu il m offres the boys a série en passant une Tuerie merci je vais pas me désabonner non non car sur les 3 même les autres orange etc que j es je regarde énormément prime video donc je valide j adore et sur mon ordi l image c est juste une tuerie loi,4,0,3.0.287.13947,2020-12-09 01:55:13,prime
Impossible de regarder sur la télé sans que cela beug 😩,2,0,3.0.287.13945,2020-12-12 12:52:10,prime
"Très bien la possibilité de télécharger en local pour voir plus tard... Juste dommage que ce ne soit pas possible sur une TV Android, ce qui permettrait de télécharger quand aucun joueur n'utilise internet 🤔",5,0,3.0.286.33947,2020-11-30 21:56:26,prime
"Edit : Toujours des problèmes de synchronisation audio/vidéo. C'est très dérangeant. Aussi, quand on cherche une série, toutes les saisons apparaissent séparément, dans un ordre aléatoire. Sur Netflix ou ailleurs, tout est regroupé et facile. Très difficile à utiliser sur Chromecast. Très lent et difficile à contrôler, contrairement aux autres applications telles que Netflix. Aussi, beaucoup de problèmes avec la synchronisation audio/image.",1,263,3.0.282.8447,2020-10-25 13:49:23,prime
"Fluide sympa , pas mal de contenu",5,0,3.0.288.30247,2021-02-02 04:29:22,prime
"Le catalogue s'améliore, surtout les productions maison, mais peut mieux faire. L'offre MGM disponible est honteuse! Quand on voit tout ce qu'a produit la MGM, et ce que Prime propose, c'est pitoyable. On dirait qu'il n'y a que les fonds de tiroirs, en écartant tous les grands films. Les infos sur les films sont également affligeantes. Même n'importe quel magazine TV papier, donne plus d'informations...",3,3,3.0.282.8447,2020-10-17 10:01:13,prime
Bonne application claire et rapide.,5,0,3.0.287.13947,2020-12-28 07:57:54,prime
Super mais contenu à étoffer.,4,0,3.0.287.13947,2020-12-28 09:37:16,prime
Bien mais j'aimerais qu'il y ai des séries comme teen-wolf....,4,0,3.0.289.8047,2021-02-06 01:52:39,prime
"Un peu déçue 😞 car bcp de bugs !! Je ne peux pas regarder un seul film ou série sur ma télé sans que ça bugue toutes les 3 minutes ( le son ne suit pas les dialogues entre les personnes, scènes au ralenti , s'arrête et reprend )c'est pénible ! Ça m'étonne vraiment de Amazon. Il faut vraiment corriger cela au plus vite ! Et apparemment je ne suis pas la seule !",3,88,3.0.285.22147,2020-11-22 15:31:04,prime
Un bazar ! C'est mal organisé ! Difficile de s'y retrouver ! On se croirait dans mon placard à chaussettes,1,0,3.0.287.13947,2020-12-22 18:00:41,prime
"Très déçu de la part d'Amazon. J'utilise l'application depuis pas mal de temps mais pour je ne sais quelle raison, il m'est impossible de regarder la série ""Jack Ryan"" saison 1 sur mon téléviseur Panasonic. Je pense que le problème est lié au Dolby Vision (problème de chez Amazon d'après ce que j'ai lu sur internet), mais il est impossible de prendre contact avec le support d'Amazon! Aussi bien l'émail, que le téléphone ou le chat ne fonctionnent! Malin pour du support!",1,55,3.0.285.22147,2020-11-18 15:08:28,prime
"Tout ce que j'aimerais regarder est payant ou inaccessible, l'application est de pire en pire, à quoi ça sert d'y être abonné si c'est pour payer en plus ou s'inscrire encore.",1,1,3.0.286.33947,2020-12-03 18:29:43,prime
"Le seul défaut, pas de repère sur film ou séries déjà vus.",4,0,3.0.287.13945,2020-12-17 10:05:23,prime
"Franchement, c'est pas normal, on paye un abonnement pour que les dialogues soit décalés de l'audio, impossoble de régler le problème, c'est franchement n'importe quoi",2,1,3.0.286.33947,2020-12-02 10:46:37,prime
"Ça serait bien d'intégrer une fonctionnalité pour contrôler la qualité d'image du genre 1080p,720p,480p...etc, aussi mettre des nouvelles séries ou films parce que là on trouve que des vœux films... Cordialement",3,1,3.0.286.33947,2020-12-02 23:30:57,prime
"Aucune bande d'annonce, avec les millions que brasse amazon, tt juste décevant. Il n'y a également pas d'onglet permettant de voir les ""nouvelles videos"" et les "" futurs videos"" Il y a de très bonnes séries mais pareil ..encore un truc de radin souvent que 1 ou 2 saisons alors que la série est achevé depuis plusieurs années... conclusion ...on va voir chez le concurant qui a un site plus élaboré et que lorsqu'il propose une série, celle-ci est complète. Voilà voilà",1,1,3.0.280.30847,2020-11-06 17:29:24,prime
Super plateforme pour découvrir ou redécouvrir d'anciennes séries. Simple et convivial on a parfois du mal à lacher l'écran. Addictif à fond.😉,5,0,3.0.283.33947,2021-01-06 17:23:11,prime
Beaucoup de choix et de fréquents renouvellements. Je suis très contente. Le choix des films me convient. Continuez comme cela Amazon prime,5,0,3.0.285.22147,2020-11-23 18:22:49,prime
Lecteur un peu lourd et peu pratique,4,0,3.0.287.13947,2020-12-29 15:35:19,prime
Les Chromecast ne sont plus prises en charge... 😔,3,1,3.0.287.13947,2021-01-05 17:36:38,prime
Pas mal de soucis sur la conservation du cast via Chromecast Si trop longtemps en pause on ne peut plus déconnecter le cast de l appli ni le stoppe. obligé de redémarrer l appareil emetteur sinon assez stable ... pour le moment :),3,0,3.0.286.33947,2020-11-30 18:12:03,prime
Un peu plus de vieux films serait un plus..... sinon on passe un bon moment,5,0,3.0.289.8047,2021-02-05 20:05:06,prime
"La moitié des films il faut les loué bsue une autre Platforms (OCS, ...) Donc pourquoi il sont dans votre vidéothèque ?? De plus maintenant des pubs avant les films vous trouvez ça correct ??",1,1,3.0.287.13947,2021-01-06 19:39:02,prime
"Interface beaucoup trop simpliste/basique. L’ajout des profils est une excellente idée. Malheureusement ça s’arrête là. Impossible de rechercher film ou série par genre. Si je veux voir le catalogue films SF, je dois ouvrir une par une la fiche de chaque film pour voir le genre. Idem pour PEGI. Si mon enfant veut regarder quelque chose, je dois d’abord le regarder moi-même pour savoir si c’est de son âge. Ce serait plus simple de pouvoir afficher un catalogue en fonction du code PEGI.",3,118,3.0.280.30847,2020-09-27 05:12:00,prime
J'ai installé l'application j'ai image mais pas de son et pourtant j'ai bien configurer mon android TV mecool km1 j'ai coché tous les codecs mais je n'ai toujours pas de son ça peut être au niveau du logiciel pourriez-vous remédier à ça pour une nouvelle mise à jour,2,0,3.0.286.33947,2020-12-13 16:06:11,prime
"Superbe application, je ne suis pas déçu, je recommande 😉👍",5,0,3.0.288.30247,2021-01-28 21:25:51,prime
Serait il possible d'indiquer si le film est traduit en plusieurs langues sans devoir ouvrie le film?,4,0,3.0.288.28247,2021-01-28 01:57:10,prime
Nul temps de chargement infinie pour rien,1,0,3.0.287.13947,2020-12-29 19:16:02,prime
Gros probleme avec l'application sur ma television. Je ne peux mettre aucun film en francais par contre les films en question avec l'aplication sur mon telephone je peux. Il faut regler le probleme vite sinon j'arreterais mon abonement car je epux regarder que tres peux de film.,2,0,3.0.286.33947,2020-11-26 19:34:45,prime
"Très bonne application dommage que l'on puisse pas installé un nouvel appareil depuis l'application il faut absolument passer par le site prime vidéo . Sinon un large de choix en films et séries . De plus on peut choisir de s'abonner à des chaines comme mangas,action etc ... Un vrai plus que ne propose pas les autres concurrents !!! Bravo Amazon 👍😁",4,5,3.0.285.22147,2020-11-19 04:59:58,prime
"L application en elle-même fonctionne très bien. Mais dans la marche belge, il y a bcp de problème. Vous avez accès à des film mais ils sont même pas en français et même les sous-titres français ne sont pas la. De plus même si vous faites le choix de langue par défaut dans votre profil. A un moment sans savoir pourquoi revoilà tout les film en anglais. Et pourtant votre profil est toujours en français. Le catalogue ....bcp de zerie Z. Heureusement il y a les exclusif Amazon Pour rattraper .",3,32,3.0.285.22147,2020-11-19 17:46:31,prime
"C'est une bonne application niveau rapport qualité prix, mais il y a encore beaucoup de travail notamment sur l'accueil qui reste un peu brouillon, et surtout beaucoup de film ne sont pas en version française mais québécoise, se qui est très dérangeant à corriger si possible, mais le plus important certains épisode de série comme le prince de bel air ne sont pas du tout traduit et ne propose pas de sous titre, et ça pour un service de streaming payant ce n'est pas normal",3,29,3.0.282.8447,2020-10-22 08:45:02,prime
"Bon, par où commencer. En fait si elle n'était pas dans le package Prime, je ne serai plus abonné. Pour le contenu il est très bien, super séries et film exclusif mais l'interface ... mon dieu cette interface.... différentes saisons de series pas groupées, impossible de changer d'épisode facilement pendant le lecture, et le plus pénible !!! Pas de filtres de langue!!! Le nombre de fois où je me dis GENIAL en lançant quelque chose et en fait ben non. Pas de VF et pas de STFR non plus...",2,42,3.0.285.22147,2020-11-15 09:19:05,prime
Image se fige pauvres en contenue...,1,0,3.0.287.13947,2020-12-05 22:20:51,prime
"Contenu intéressant mais les bugs... Et ces pubs ! Merci, ça va j'ai compris qu'il y a du contenu exclusif mais me le marteler avant chaque vidéo c'est lourd",1,0,3.0.286.33947,2020-11-30 14:43:22,prime
Déçu de l'application. Lorsque je chromecast sur ma tv et que je souhaite me déconnecter c'est impossible je dois desinstaller l'appli sans arrêt. C'est dommage !,2,1,3.0.286.33947,2020-11-30 08:52:33,prime
De très bon films en sélection mais malheureusement pas assez de nouveautés ...ou payante (en plus de l'abonnement) bref plutôt satisfait.,3,0,3.0.285.22145,2020-12-05 21:24:23,prime
"Nul, du jour au lendemain impossible de regarder le contenu sur mon téléphone et impossible de faire du chromecast. L'appli ne fonctionne que sur la télé",1,0,3.0.286.33945,2020-11-30 14:58:37,prime
"Plate-forme au catalogue assez étoffer, mais la finition est à revoir, ex : lecture de l'épisode suivant n'es pas toujours fonctionnelle (dépend des épisodes voir des saisons complètes) idem pour ignorer les génériques de début ou les intros/récapitulatif. Ainsi que la reprise d'un épisode déjà regardé, généralement il passe au suivant directement (ex: lecture de l'épisode 2 car je me suis endormi devant ; chargement de l'épisode 2 puis, la lecture passe à l'épisode 3 sans rien demander à pers..",3,13,3.0.282.8447,2020-11-02 18:48:46,prime
"Qualité vidéo dégueulasse, ça pixelise c'est flou dès qu'il y a un peu de mouvement. Sérieusement, à quoi ça sert de proposer ce genre d'expérience aux utilisateurs qui ont une tablette hd. Si pour un une raison ou une autre votre application bride la qualité, ayez au moins l'honnêteté de l'indiquer clairement.",1,3,3.0.285.22147,2020-11-22 22:12:58,prime
Sur Android TV (sur un sony xh90) cette appli semble avoir été codée avec le c... Les langues et sous-titres se règlent pour toute l'appli et non pas par contenu. On doit donc passer par ce satané menu à chaque fois que l'on change de contenu selon ce que l'on souhaite au niveau des langues. . Sur certains contenus les sous-titres sont complètement décalés ou n'apparaissent pas si les personnages parlent dans une autre langue. Prenez exemple sur Netflix ils ont bien mieux bossé que vous.,1,10,3.0.285.22147,2020-11-22 14:39:16,prime
Application bien faite eg grand choix de films et series,5,0,3.0.287.20247,2021-01-25 11:54:26,prime
"Bons programmes dans l'ensemble. Mais applis (android/apptv notamment) vraiment pas intuitives. Ça reprend l'épisode à l'épisode d'avant, j'ai pas commencé une série ça me met direct sur la saison 2 (aucune logique, oui c'est l'affiche de la saison 2 qui m'a tenté, mais si je n'ai pas vu la 1, je vais pas regarder la 2..) ayant Netflix, Disney+, et ayant essayé d'autres plateformes, vous êtes de loin les pire sur ce domaine. Heureusement la qualité de certains programmes rattrapent le tout :).",3,32,3.0.279.35947,2020-09-18 20:02:00,prime
"L'application supporte difficilement des baisses de débit, je le constate en train : elle est vite incapable de continuer (cache trop faible ?). Reprise des épisodes : lorsque je ferme l'app après avoir fini ou tout juste débuté un épisode, elle me repositionne au début du précèdent. Le fait dans le catalogue d'avoir les saisons séparées n'est pas pratique, je me retrouve facilement à appuyer sur le lien de la saison 1. Mettez en valeur nos lectures en cours mieux que ça, dur à retrouver.",3,53,3.0.280.30847,2020-09-25 14:33:07,prime
"Commençons par le point positif, le catalogue est plutôt sympa et bien étoffé. Les points négatifs ensuite, j'en vois pas mal ! _ trop de programmes sans VO et ça c'est vraiment pas cool _ la navigation lente, laborieuse, pénible _ magnifique plus de sous titres sur la tv depuis la mise à jour, je dois projeter l'image du téléphone pour y avoir accès",2,6,3.0.285.22147,2020-11-20 13:13:54,prime
"👍 : J'aime bien car je peux regarder des séries, films que je trouve nul part ailleurs et dont je n'ai pas forcément envie d'acheter le DVD pour le revoir 😉. 👎: Mais l'interface d'accueil, de recherche, la navigation en général, l'organisation l'ensemble et à revoir sincèrement. Car c'est vraiment pas évident de si retrouver.",3,48,3.0.280.30847,2020-09-30 00:19:27,prime
"C'est presque parfait ! L'abonnement sur l'année est bien plus qu'abordable, mais le problème est que sur une majorité d'éléments, films où séries, les prix sont payants et ce, dans tous les sens !? Des chaînes même, les unes dans les autres, que passa ?? Sinon, ça rend quand même bien service...",4,6,3.0.285.22147,2020-11-20 06:11:23,prime
"Assez décevant, l'image est vite saturée lorsqu'il y a beaucoup de petits effets spéciaux, trop de pubs, les sous-catégories sont anarchiques et le pire de tout pour moi c'est que l'appli oublie souvent le dernier épisode d'une série regardé par l'utilisateur. Pourtant une simple bannière ""vu"" sur l'illustration de l'épisode dans la liste suffirait... Pour le moment malheureusement je trouve qu'il est bien plus rentable d'utiliser Netflix.",2,20,3.0.279.35947,2020-09-22 01:45:12,prime
Super de pouvoir faire son choix parmi des anciennes séries.,5,0,3.0.287.13947,2020-12-22 04:38:07,prime
"""Le Monde de Nanars"" Catalogue de Nanars (70%) et expérience utilisateur encore loin de celle de Netflix. Manque d'information sur les films en général, notamment âge légal, casting, réalisation et production.",4,1,3.0.287.20247,2021-01-20 06:38:16,prime
"Bon contenu mais application à améliorer, notamment pour le choix de la langue d'un programme : aujourd'hui si on change la langue pour un programme, ce choix s'applique à tous les autres programmes et TOUS LES AITRES PROFILS!!!! moi j'aime regarder en VO mais mes enfants regardent en VF leurs dessins animés, et a chaque fois il faut jongler entre les langues!",3,56,3.0.286.29547,2020-11-19 20:34:57,prime
"Première impression c'est génial grand choix dans le catalogue. Réalité beaucoup de contenu intéressant est payant car ils n'ont pas les droits (Saw, HP, Ca, Call Me By Your Name pour les plus connus). Décevant car on paye déjà l'abonnement prime. En plus tout est mélangé, alors quand on regarde et qu'on trouve un film/séries intéressant et bah non c'est payant. Très déçue",2,29,3.0.282.8447,2020-10-23 08:56:15,prime
"J'ai fait la découverte de vrai perles cinématographique, il y a des films et séries de qualité mais le seul bémol c'est la qualité de l'application sur téléphone, le réseau est parfois catastrophique comparé à un concurrent bien connu, ce qui pose des problèmes au niveau de la qualité de l'image, je n'ai pas noté ce problème sur l'application xbox.",4,5,3.0.283.33947,2020-10-27 22:56:54,prime
"Bien mais...certains problèmes sont récurants et c'est dommage. Quand on reprend une série, l'application nous remet l'épisode déjà regardé à la dernière séance. Le contrôle parental se déclenche à chaque nouveau épisode sans compter que ça bug souvent. La sélection entre le contenu inclus et celui qui est payant n'est pas assez claire. L'avance rapide n'est pas très précise quand on utilise un téléphone ou tablette. Les sous-titres de base sont dans des langues farfelues.",4,15,3.0.282.8447,2020-10-26 18:18:57,prime
Très peu de vieux films.. Les films à gros budget sont payants et chers même ceux qui passent à la TV 3 fois par an.. . La fonction recherche ne permet pas de voir une grande liste ni de classer par ajout ou genre c'est dommage pour la plus grosse capitalisation au monde.. Le seul truc bien c'est qu'on a un service vidéo avec la livraison prime accessible depuis la TV ou un ordi mais bon à 30e par mois c'est un peu écoeurant quand on voit le peu de choix.. Il y a peu de films etrangers..,2,0,3.0.282.8447,2020-11-03 13:30:49,prime
"Fonctionne très bien, pareil comme sur le firestick",5,0,3.0.287.13947,2021-01-06 19:58:12,prime
"Application qui bug, je caste ça marche et si je ne veux plus regarder impossible d'arrêter l'appli, c'est pénible, Du coup, je m'en sers de moins en moins.......",2,0,3.0.286.33947,2020-12-03 16:53:32,prime
"Des informations inutiles obligatoires. Je suis content que machin joue dans le film mais quand le lecteur est réduit et que ça prend toute la fenêtre... C'est fort sympathique aussi quand Prime Video te dit ""j'ai ce film, mais faut payer un abonnement à untel pour le voir"" Là je viens d'ouvrir l'application, j'ai une pub pour une série. UNE PUB, je paye pour cette app, respectez moi au moins suffisamment pour pas me gonfler avec une série qui m'intéresse maintenant encore moins. Cordialement.",1,25,3.0.282.8447,2020-10-22 00:50:14,prime
"Un catalogue intéressant, comparable à ses concurrents là dessus. Une interface cependant bien moins agréable et surtout des publicités intempestives constamment ! C'est insupportable, ça m'a presque donné envie de télécharger les séries au lieu d'utiliser l'application, truffée de pubs...",3,1,3.0.282.8447,2020-10-18 01:13:33,prime
"J'apprécie cette appli et ses contenus. Je ne comprends certains commentaires parlant de buts ou de pub car pour ma part je n'ai rien de tout ça. A chaque fois que je reprend un épisode ça me remet bien là où je m'étais arrêtée. Quand aux saisons éparses, si on voit la couverture de la saison 2 alors il suffit d'aller dans la barre de recherche pour trouver la 1 et c'est partie. Une fois commencé les saisons s'enchaînent seules. Par contre ça serait bien de pouvoir liker ou non une diffusion",5,73,3.0.280.30847,2020-09-25 01:21:02,prime
"Pas compatible avec mes tablette lenovo yoga 13"" et 10""",1,0,3.0.287.20245,2021-01-22 01:11:49,prime
"Déçu. Cherche à changer mon mot de passe. Chose que je fais, jusque là no soucis. Et quand je veux me reconnecter avec le nouveau mot de passe, impossible ! Corrigez cette erreur svp !! Marre de payer pour des cacahuètes !",1,1,3.0.285.22147,2020-11-23 19:02:04,prime
Super énormément de films pour tous les goûts nouveautés régulièrement,5,0,3.0.287.20245,2021-01-08 21:59:04,prime
Application non intuitive on passe 2h à retrouver nos programmes favoris et les reprises de lecture ne sont pas fiables. Reprends à des episodes antérieurs à celui dernierement arreté ... tres penible,4,0,3.0.286.33947,2020-11-24 17:50:23,prime
"Complément débile de créer une plateforme et de mettre en avant des films que l'ont doit acheter pour les regardez car il n'ont pas les droit de diffusion, seul les film pouvant être regardez grâce à amazon prime devrais apparaître. Sans parlez de l'interface global (ne pas regroupez les saison sur une page puis sélectionner la saison voulu..) bref plein de choses qui devrais être ""la base"" mais qui apriori ne le sont pas pour tous le monde.",2,3,3.0.282.8447,2020-10-13 15:15:41,prime
Très déçu de cette appli depuis quelques jours car énormément de bug ! je regarde une série quand tout à coup ça s'arrête écran noir ou figé donc obligé de fermer la vidéo pour la réouvrir et de remettre par la suite le bon langage puisque ça se remet automatiquement en anglais.. Je pensais que le problème serait résolu après la MAJ mais il n'en n'est rien et le bug persiste ! Merci de régler ce problème rapidement svp !!,1,13,3.0.281.29247,2020-10-05 01:31:52,prime
toujours pas compatible Chrome cast,5,0,3.0.287.20245,2021-01-09 08:10:08,prime
